Date,Sales Revenue (USD),Model,Engine Type,Color,Customer Region,Dealer Name,Units Sold,Discount (%),Customer Rating
2023-06-30,97377.93317794563,X5,Electric,Grey,Alexandria,BMW Alex,11,4.538436318264013,3.6475657902864214
2023-07-31,26086.848129093116,X3,Hybrid,Grey,Cairo,BMW Giza,9,9.686007756156544,4.7254292408304135
2023-10-31,43357.771271280944,X1,Diesel,Blue,Luxor,BMW Alex,6,8.770722189630838,4.48519927090382
2023-04-30,61348.07037802763,X3,Diesel,Black,Alexandria,BMW Cairo,2,9.949224116466365,4.7987611784761075
2023-10-31,60997.87438360909,3 Series,Diesel,White,Alexandria,BMW Alex,12,11.396538259847919,4.765709909664883
2023-06-30,37414.09010140519,3 Series,Hybrid,White,Alexandria,BMW Cairo,1,11.208285890687945,3.84119386611267
2023-12-31,41281.33554296915,3 Series,Diesel,Grey,Luxor,BMW Giza,7,8.6815442671575,3.8499706699268472
2023-11-30,75490.15997466183,X1,Hybrid,Red,Cairo,BMW Aswan,12,3.966790248989336,4.986514429423616
2023-07-31,41315.64454712645,X5,Electric,Grey,Aswan,BMW Cairo,7,9.35942778609168,3.562811607077583
2023-02-28,60307.344143062684,X3,Electric,Black,Giza,BMW Giza,4,2.0382509681828207,4.6802907418278075
2023-12-31,80708.65690518962,X5,Petrol,Grey,Cairo,BMW Aswan,6,12.924554773748815,4.7585074785317705
2023-03-31,68067.2661399096,X5,Petrol,Red,Alexandria,BMW Giza,2,13.13487252916649,4.1941927304879645
2023-03-31,23133.240496802817,5 Series,Electric,Grey,Luxor,BMW Aswan,9,9.424842357907321,3.7562203819018705
2023-08-31,80991.90213397735,3 Series,Hybrid,Black,Cairo,BMW Giza,1,1.5030964333014218,3.7380043510471617
2023-06-30,95730.13668614134,X1,Petrol,Blue,Giza,BMW Luxor,5,10.39902888230826,4.191919729919916
2023-01-31,22873.817688339368,3 Series,Diesel,Grey,Giza,BMW Aswan,2,0.7346900588241279,3.9129275973819566
2023-04-30,61665.81063162503,3 Series,Hybrid,Black,Giza,BMW Giza,9,14.627529000206286,4.109473507996438
2023-02-28,80241.7636883037,3 Series,Hybrid,White,Giza,BMW Aswan,5,7.545443254226485,4.6557241012566175
2023-09-30,27590.310702560157,5 Series,Hybrid,White,Alexandria,BMW Alex,2,7.145769306377174,3.594979092292273
2023-04-30,41651.53223977411,X1,Diesel,Red,Alexandria,BMW Luxor,4,12.780666611345953,4.5151722716623075
2023-12-31,83520.12127831923,X3,Diesel,Black,Luxor,BMW Aswan,6,6.906214475362234,3.277073734460312
2023-01-31,26404.885145495988,X1,Diesel,White,Alexandria,BMW Aswan,4,3.8113089570513328,4.345192539384132
2023-12-31,32065.356111715017,X1,Petrol,Red,Giza,BMW Cairo,14,14.768776025753162,3.4984446525679482
2023-06-30,65320.85126069154,3 Series,Electric,White,Aswan,BMW Alex,6,1.160370556123611,4.582805075563778
2023-02-28,61312.921236003225,3 Series,Electric,Grey,Aswan,BMW Cairo,8,2.3598451282026964,4.717011426825214
2023-11-30,30903.88771963119,X1,Petrol,Grey,Aswan,BMW Aswan,13,5.949676913320399,4.144672114661482
2023-02-28,30498.59150685643,X5,Hybrid,Grey,Cairo,BMW Aswan,2,12.92083911592763,4.659876988809573
2023-09-30,46167.97943170392,5 Series,Hybrid,White,Aswan,BMW Aswan,3,8.52840493509332,4.772407158025928
2023-10-31,94340.93972023802,X5,Petrol,Black,Luxor,BMW Alex,10,12.69152133890242,3.3539066813597023
2023-02-28,98391.98644934673,X1,Petrol,Black,Aswan,BMW Alex,2,14.719901553184704,3.617959109716879
2023-07-31,66427.39576817685,X3,Hybrid,Grey,Giza,BMW Giza,6,5.934426087042005,3.3844821993840855
2023-01-31,26897.977462183248,5 Series,Electric,White,Cairo,BMW Alex,11,9.498920088272959,4.735648710282431
2023-04-30,48704.1449126127,3 Series,Diesel,Black,Luxor,BMW Alex,4,6.910257772672025,4.592588845534314
2023-02-28,90080.44525574155,3 Series,Electric,White,Aswan,BMW Cairo,4,1.0094770904093093,4.263270523080243
2023-04-30,73130.00684304145,X1,Petrol,Blue,Aswan,BMW Cairo,2,8.80698310711231,3.818163039091132
2023-04-30,28062.399944024837,X3,Petrol,White,Luxor,BMW Luxor,13,4.122298368524671,4.119915133363857
2023-12-31,98693.61647042634,X1,Diesel,Red,Aswan,BMW Alex,10,3.3067720141226036,4.671000183976519
2023-04-30,23442.264107444928,3 Series,Electric,Grey,Cairo,BMW Cairo,5,10.603213439414684,4.076021522361345
2023-10-31,54159.156275034235,X5,Hybrid,White,Giza,BMW Aswan,7,1.0175507055618571,4.293030660198326
2023-05-31,23000.84167056714,X3,Hybrid,Black,Giza,BMW Luxor,3,6.896661784798468,3.5568986571681496
2023-07-31,50967.40165647853,X5,Diesel,White,Aswan,BMW Aswan,5,14.721635725875943,4.782109496936211
2023-05-31,21140.492931594777,5 Series,Petrol,Blue,Aswan,BMW Aswan,13,12.535848724572988,4.779637411673855
2023-02-28,33565.334490192305,3 Series,Electric,Red,Cairo,BMW Cairo,13,11.851424821850092,4.7506633835899015
2023-11-30,50102.06723699798,3 Series,Diesel,Grey,Alexandria,BMW Alex,13,3.492758662637599,4.704260308849422
2023-10-31,76506.96194397518,3 Series,Diesel,Blue,Aswan,BMW Cairo,7,11.804594826146507,3.79331053482096
2023-04-30,87839.60014856695,3 Series,Diesel,Black,Luxor,BMW Cairo,12,1.539979661102231,3.411910127030562
2023-07-31,30355.99073381604,X3,Diesel,Red,Luxor,BMW Cairo,13,7.1175576295388865,3.3722937450840167
2023-06-30,85227.78023048589,5 Series,Hybrid,Grey,Cairo,BMW Cairo,10,8.109251698117612,4.992817999003212
2023-05-31,78042.51481314012,X1,Petrol,Black,Giza,BMW Alex,12,14.780204820071237,3.50115603724615
2023-10-31,96235.89927729299,X3,Diesel,Black,Cairo,BMW Alex,10,3.393410584897925,3.981260396885761
2023-10-31,59853.948019722135,3 Series,Diesel,White,Luxor,BMW Cairo,11,1.2267600810541195,3.9710123450411956
2023-10-31,66351.00186452492,X3,Petrol,Red,Giza,BMW Giza,3,1.7795889114994083,4.707984940618596
2023-07-31,62807.05970663766,5 Series,Hybrid,Blue,Cairo,BMW Aswan,11,8.782056657937241,4.430486728417106
2023-10-31,68201.6559082691,X5,Diesel,Red,Alexandria,BMW Aswan,4,3.1193756574769234,4.326473420622383
2023-05-31,40411.70188919469,5 Series,Hybrid,Blue,Aswan,BMW Alex,3,5.127581934729408,3.808727433045089
2023-09-30,94009.01031959018,3 Series,Petrol,Red,Luxor,BMW Giza,14,9.566388789839584,3.6238418121712646
2023-01-31,98652.121371101,3 Series,Hybrid,Black,Alexandria,BMW Alex,8,9.814305468039294,4.654978570447879
2023-11-30,86879.32371895696,X5,Diesel,Grey,Luxor,BMW Aswan,5,6.092358112304398,4.607976004625848
2023-11-30,59416.95255388,X5,Diesel,White,Aswan,BMW Cairo,9,3.371702247243053,3.1559077239455444
2023-07-31,59361.9906672815,5 Series,Hybrid,Black,Cairo,BMW Cairo,7,9.635024691064672,3.926712409529478
2023-02-28,99491.65560551216,3 Series,Diesel,Blue,Cairo,BMW Alex,3,12.825681262817511,3.8173573245236514
2023-01-31,30241.24013126875,X5,Electric,Grey,Aswan,BMW Luxor,9,12.365039982193226,3.1193242015717892
2023-05-31,87897.42308794094,X3,Electric,Red,Alexandria,BMW Luxor,12,1.8029216208133936,4.368671463661316
2023-11-30,96079.77306424623,X3,Electric,Grey,Cairo,BMW Luxor,11,1.501606448106444,4.095009446422093
2023-07-31,95276.38691526934,X3,Electric,Red,Giza,BMW Cairo,9,8.124405669123844,3.475494945951949
2023-09-30,22762.680167722403,3 Series,Diesel,Red,Cairo,BMW Aswan,6,7.595980956688843,3.2503459155917342
2023-07-31,90831.6833493115,X5,Diesel,Black,Aswan,BMW Aswan,3,10.512595168415649,3.0192648801739077
2023-07-31,45920.42231364404,X3,Electric,Black,Aswan,BMW Aswan,6,14.369299805479148,4.9169137912859044
2023-08-31,63600.55382203084,5 Series,Diesel,White,Luxor,BMW Giza,2,6.834326787203965,4.259121056631036
2023-09-30,40469.41847826932,3 Series,Hybrid,Blue,Alexandria,BMW Luxor,3,14.864297643548552,4.208914474435552
2023-05-31,67276.83236956061,X1,Hybrid,Red,Cairo,BMW Aswan,10,12.120910266844202,3.618230144982563
2023-05-31,23578.594747157535,X5,Diesel,White,Cairo,BMW Cairo,1,3.7388823805166416,3.3870180009535753
2023-02-28,82827.76264859892,X1,Hybrid,Grey,Giza,BMW Cairo,5,2.962761960078526,3.916247538605753
2023-03-31,97370.04840396221,X3,Diesel,Blue,Luxor,BMW Aswan,2,7.713179670012019,4.700383311922738
2023-10-31,45101.71683922379,X1,Diesel,Grey,Aswan,BMW Alex,4,10.859446804770387,3.2488090828574556
2023-03-31,91398.74345527642,X1,Electric,Black,Luxor,BMW Luxor,2,12.248903503148027,3.700416534649579
2023-02-28,67638.31827938044,X5,Hybrid,Black,Cairo,BMW Giza,11,5.671463512126575,3.5048301092883882
2023-04-30,78149.02366680007,X3,Petrol,Grey,Alexandria,BMW Giza,11,3.386417884594155,3.722283456926198
2023-08-31,71525.38786073924,X5,Hybrid,Grey,Aswan,BMW Luxor,9,8.514259836306769,3.49319969649179
2023-11-30,37851.29049117627,X5,Hybrid,Grey,Luxor,BMW Luxor,14,9.29020749521859,3.3124744786525366
2023-02-28,31891.787739619365,X1,Electric,White,Luxor,BMW Luxor,3,7.380973035114742,4.4916509518409935
2023-11-30,79882.6576207979,X3,Electric,Red,Alexandria,BMW Alex,10,11.9941552046744,3.5736791242579353
2023-12-31,24666.48818178455,X3,Petrol,White,Alexandria,BMW Cairo,14,10.746712031377902,4.120321858629296
2023-04-30,43616.23998598337,X5,Hybrid,White,Alexandria,BMW Alex,10,6.421491602723778,4.443469449496394
2023-03-31,45644.83267901382,5 Series,Diesel,Red,Alexandria,BMW Alex,3,10.819452449660545,4.543101857494349
2023-05-31,65412.13278396618,X1,Electric,Red,Luxor,BMW Aswan,14,8.797914769106395,4.526922006828099
2023-02-28,48452.175883994045,X3,Diesel,Blue,Aswan,BMW Alex,10,3.198071441463246,3.9778784916145367
2023-09-30,57656.868913300736,3 Series,Petrol,White,Aswan,BMW Luxor,1,11.597492203956469,3.7852038783901443
2023-07-31,90531.1358608251,X3,Petrol,Grey,Luxor,BMW Luxor,6,10.346666574208294,3.5197507033173046
2023-08-31,43388.4115144106,X1,Hybrid,Black,Aswan,BMW Giza,2,5.892919724710648,4.397027997670915
2023-08-31,85486.23301415014,X1,Petrol,Grey,Luxor,BMW Cairo,6,5.2790288772489555,3.0152632721255053
2023-08-31,66756.01489362819,X1,Petrol,Blue,Giza,BMW Alex,2,13.68097724873414,4.693220533194806
2023-08-31,37758.80270585434,X1,Hybrid,Grey,Aswan,BMW Alex,1,6.649824278667738,3.8005441795358177
2023-09-30,33211.44232191856,X3,Diesel,Grey,Giza,BMW Alex,10,10.623205885403483,4.616685964874567
2023-08-31,68358.8163365687,5 Series,Petrol,Black,Aswan,BMW Aswan,6,5.138374059919305,4.235995942838157
2023-04-30,75665.04168215333,3 Series,Petrol,White,Luxor,BMW Cairo,6,1.3883629273424307,3.22407774346295
2023-03-31,37996.58332472148,3 Series,Petrol,Red,Aswan,BMW Alex,10,1.254716743281421,3.8291862651788824
2023-06-30,58374.92572430162,X3,Petrol,Red,Alexandria,BMW Alex,9,4.259307990559553,3.770895926220709
2023-01-31,67203.87325100061,X1,Hybrid,Black,Alexandria,BMW Giza,1,2.036931107517004,4.94099388846997
2023-06-30,37418.69712464986,5 Series,Hybrid,Grey,Luxor,BMW Alex,12,10.770090499056316,3.863458941716683
2023-03-31,31983.77858323556,5 Series,Electric,Grey,Cairo,BMW Giza,3,0.19045634201185602,3.0647100442351363
2023-10-31,93730.86905231613,X1,Petrol,Red,Luxor,BMW Alex,6,4.18575186853886,4.620156473337767
2023-01-31,75889.46446551179,3 Series,Hybrid,Blue,Alexandria,BMW Alex,14,6.801863042860709,3.87886491776675
2023-04-30,98001.68051557906,X3,Hybrid,Red,Alexandria,BMW Luxor,10,8.094940083765172,3.505267777788739
2023-03-31,58289.60388942178,X5,Petrol,Red,Cairo,BMW Giza,1,5.161888283817106,4.78301019081917
2023-08-31,91115.50890219747,X5,Electric,Blue,Cairo,BMW Alex,8,6.516147256976306,4.9264673635642335
2023-01-31,65560.4439730338,3 Series,Hybrid,Black,Cairo,BMW Giza,10,14.573699770066813,3.164631208578836
2023-02-28,27039.249130074062,5 Series,Electric,Red,Aswan,BMW Cairo,5,3.474631953924962,4.053746103961685
2023-01-31,90116.0108726507,3 Series,Petrol,Grey,Aswan,BMW Cairo,12,4.139021077628045,3.769683389506798
2023-01-31,36464.369822244924,5 Series,Diesel,Blue,Alexandria,BMW Aswan,1,11.454274284870941,3.5371780117457234
2023-01-31,88624.43364630373,X5,Electric,White,Luxor,BMW Giza,5,1.608657807066229,4.7862607354192965
2023-02-28,43129.751693656784,X1,Petrol,Blue,Aswan,BMW Cairo,9,14.968609503197998,4.200440900383361
2023-11-30,98092.5900331093,X5,Electric,Black,Alexandria,BMW Cairo,14,0.2654520588746928,3.8618562538317516
2023-02-28,47416.30248813442,X1,Hybrid,White,Giza,BMW Cairo,11,14.111899174243932,4.46802998449369
2023-01-31,92865.52502133544,X1,Diesel,Red,Aswan,BMW Aswan,13,5.781131092877586,4.989111153805398
2023-04-30,99400.34273867843,3 Series,Petrol,Red,Cairo,BMW Luxor,11,9.260009695044927,4.2082327079606765
2023-10-31,25779.289869983622,X5,Hybrid,Red,Alexandria,BMW Luxor,9,8.554674578853145,3.206706544996605
2023-12-31,26357.046881748596,5 Series,Electric,White,Giza,BMW Aswan,11,9.663946982663598,3.4172329025568393
2023-07-31,59923.8027279664,X5,Diesel,Grey,Luxor,BMW Cairo,9,14.36734033631572,3.7181081768519597
2023-09-30,89138.54779865062,3 Series,Petrol,Blue,Cairo,BMW Luxor,1,0.653090814308433,4.37874821790245
2023-01-31,76249.5679267749,X3,Diesel,Grey,Cairo,BMW Cairo,11,2.1116942727741033,4.800534372123588
2023-11-30,95340.00034892139,X5,Hybrid,Red,Aswan,BMW Aswan,1,9.696011005957246,4.907794351737302
2023-10-31,22603.23243543182,3 Series,Electric,Black,Alexandria,BMW Giza,10,8.473504325735512,3.334236394042124
2023-07-31,70918.78690342684,X5,Hybrid,White,Giza,BMW Aswan,9,5.5349704787481135,3.942355573128889
2023-05-31,31555.44201393958,3 Series,Diesel,Blue,Cairo,BMW Giza,11,0.8589844853034645,3.1005163847783805
2023-09-30,74331.14188218086,X1,Electric,White,Luxor,BMW Cairo,11,13.792944771232458,3.05949706601835
2023-10-31,47383.41308132142,X3,Petrol,Grey,Giza,BMW Luxor,11,3.829103379033858,4.443820341488865
2023-08-31,70249.67193973203,X1,Petrol,Black,Giza,BMW Aswan,8,2.5735323882470738,4.3635994615958875
2023-10-31,68341.11792631277,X3,Electric,Blue,Cairo,BMW Alex,14,4.402594609291719,3.388076764084915
2023-08-31,84531.78475497474,X5,Petrol,Black,Cairo,BMW Alex,5,9.246241110118486,3.1306596419682773
2023-07-31,73757.80945798727,X1,Diesel,Red,Alexandria,BMW Aswan,1,11.397095121752523,4.282167238733644
2023-03-31,28136.109762176,X3,Diesel,Grey,Aswan,BMW Alex,2,9.048847574289814,3.2730044952909516
2023-03-31,46316.04777497641,X3,Diesel,Blue,Giza,BMW Cairo,2,14.29436519979755,4.309695006980833
2023-08-31,93791.37506322093,X5,Petrol,White,Aswan,BMW Aswan,5,10.260085432582292,3.7532104941677638
2023-11-30,26017.703222564858,3 Series,Electric,Grey,Aswan,BMW Alex,13,1.4847599577978228,4.3304836631937
2023-03-31,51560.7528086442,X5,Hybrid,Black,Giza,BMW Alex,2,5.444865444369789,3.7740390454119153
2023-07-31,82776.80437212117,X5,Petrol,Red,Luxor,BMW Luxor,2,0.43124601584412725,3.1010622389629807
2023-03-31,38104.790186442566,X1,Electric,Red,Giza,BMW Aswan,12,7.105919120025997,4.876389501680472
2023-01-31,28812.83092686819,X5,Electric,Blue,Giza,BMW Luxor,1,14.604205073435638,4.8567806259060085
2023-12-31,44368.612140510784,3 Series,Electric,White,Aswan,BMW Giza,9,10.468633673001335,4.563777608714211
2023-09-30,99303.07749009186,5 Series,Petrol,Black,Luxor,BMW Luxor,11,1.69391994811597,3.497857169585282
2023-10-31,75127.17429448233,X1,Electric,Black,Cairo,BMW Giza,7,14.292779998480047,4.56988921777574
2023-08-31,69467.27449785291,X5,Electric,White,Cairo,BMW Cairo,2,8.223681552979697,3.477574751364408
2023-10-31,95543.44151227147,5 Series,Diesel,White,Alexandria,BMW Alex,8,10.775308850705159,4.2464426591314695
2023-04-30,93646.8878544133,X1,Petrol,Blue,Luxor,BMW Giza,1,9.275978069577302,4.714528576371712
2023-01-31,68056.13989106513,X3,Hybrid,White,Giza,BMW Giza,6,6.739125233079736,4.862483105488403
2023-01-31,63502.34741357386,5 Series,Hybrid,Blue,Cairo,BMW Giza,13,11.805442699999979,4.930330886109269
2023-10-31,20071.736314818692,3 Series,Electric,Grey,Alexandria,BMW Giza,2,11.888482757229259,4.871451070388719
2023-07-31,46348.33302865582,5 Series,Electric,White,Giza,BMW Luxor,7,6.318799996726356,3.5303249549481954
2023-10-31,92357.01707365448,X1,Diesel,Blue,Luxor,BMW Alex,13,13.630733034200016,3.442596204946805
2023-07-31,95581.54732595595,3 Series,Diesel,White,Luxor,BMW Alex,9,4.092122016729473,4.6451518029232055
2023-08-31,28606.311737465476,5 Series,Petrol,Black,Luxor,BMW Alex,3,7.412366603460773,4.58155950304426
2023-04-30,40349.46575478226,X3,Hybrid,Red,Giza,BMW Aswan,13,1.3213197098034257,3.8007657411174005
2023-11-30,52856.17276019036,X1,Hybrid,White,Luxor,BMW Alex,7,8.005847113513738,3.4553850178416643
2023-06-30,44141.914852723705,X3,Diesel,Black,Alexandria,BMW Cairo,4,8.084510573029272,3.6744964810762277
2023-01-31,77944.41474244776,5 Series,Hybrid,Black,Alexandria,BMW Luxor,4,6.448398823742835,3.6406109938253497
2023-05-31,87894.86230451289,X1,Diesel,Grey,Giza,BMW Aswan,10,9.452003769434766,3.383763911732917
2023-09-30,62684.93608980644,X1,Electric,Grey,Cairo,BMW Cairo,1,3.995043826221175,3.3234678951871235
2023-08-31,24871.405953664165,3 Series,Petrol,Red,Luxor,BMW Cairo,11,10.163645840578848,4.362968832120945
2023-01-31,25392.8421809547,3 Series,Diesel,Black,Giza,BMW Giza,8,4.007508865694893,3.336968778401695
2023-11-30,88621.20728392688,X5,Petrol,Grey,Alexandria,BMW Giza,2,11.315058605064214,3.2577093094495257
2023-06-30,69653.60477484527,X1,Hybrid,Red,Luxor,BMW Aswan,11,6.924715006981124,4.845766554363455
2023-04-30,47269.771925572175,X1,Hybrid,Blue,Aswan,BMW Luxor,1,3.088342601990522,3.545971582579227
2023-11-30,52873.52940417383,5 Series,Electric,Red,Luxor,BMW Cairo,7,14.287591692660657,3.111391629494123
2023-04-30,70442.360466518,3 Series,Electric,Black,Aswan,BMW Giza,5,0.35845269838193305,4.99031804242149
2023-05-31,37909.462968175794,X5,Electric,White,Luxor,BMW Cairo,10,13.915516217692092,4.6372456849637045
2023-12-31,39767.72444771949,X5,Petrol,White,Aswan,BMW Alex,11,1.5069807366511694,3.9348521457703587
2023-10-31,99356.08550323134,5 Series,Petrol,Blue,Alexandria,BMW Alex,13,11.0499411833725,4.332227957187192
2023-03-31,77467.89462367742,X3,Electric,Black,Luxor,BMW Alex,2,1.1383967822708174,3.179180507561405
2023-01-31,62498.19047354829,3 Series,Petrol,Black,Luxor,BMW Giza,12,0.9569187374696847,3.926276366493177
2023-09-30,67295.82049423092,5 Series,Diesel,Blue,Aswan,BMW Giza,13,0.4603570444642835,3.2651058325924875
2023-01-31,74693.44099086651,3 Series,Diesel,Black,Alexandria,BMW Giza,4,5.4945719091794105,4.94628022199576
2023-09-30,32590.980961042078,X1,Petrol,Black,Luxor,BMW Luxor,5,6.14364668988248,4.380744093943096
2023-05-31,37248.44095964238,3 Series,Hybrid,Black,Aswan,BMW Cairo,11,9.468443246098959,3.0693038864110873
2023-10-31,30033.76973139878,5 Series,Hybrid,Grey,Luxor,BMW Aswan,9,10.323176198748255,3.298170427505445
2023-12-31,57573.39397487228,X3,Hybrid,Blue,Giza,BMW Giza,10,12.09199695529821,4.969928362873592
2023-02-28,96048.99298182309,X5,Hybrid,White,Alexandria,BMW Aswan,4,14.19423589396431,4.892255557711363
2023-03-31,45050.80373479727,3 Series,Electric,Black,Giza,BMW Aswan,11,5.4597552460456225,3.4547569087747942
2023-07-31,24072.9380714117,3 Series,Electric,White,Cairo,BMW Aswan,13,7.407203908295456,3.7999561752955753
2023-09-30,68363.97949424456,5 Series,Diesel,White,Cairo,BMW Aswan,14,9.900630206795853,4.552052462308479
2023-09-30,94495.36312498046,X1,Diesel,Red,Cairo,BMW Aswan,6,2.1298307250799193,3.231293553981862
2023-08-31,99981.81203064581,X3,Electric,Black,Alexandria,BMW Luxor,8,5.076167114585869,3.653872931120708
2023-04-30,75506.31598459659,5 Series,Electric,Red,Luxor,BMW Luxor,11,3.1586471603242168,3.5461631046360615
2023-03-31,30509.61482387229,X5,Diesel,Blue,Giza,BMW Aswan,7,7.227354128972791,4.260750426709825
2023-01-31,80708.08208839802,X3,Diesel,White,Luxor,BMW Aswan,14,2.3799179782555364,3.8893992973848315
2023-05-31,97531.74969518805,X1,Electric,Grey,Cairo,BMW Luxor,13,10.121603399894758,3.1997417244885282
2023-11-30,40137.65661020597,X1,Diesel,Red,Cairo,BMW Aswan,3,10.558801419049566,3.46922459371096
2023-04-30,87829.59045566196,5 Series,Hybrid,White,Aswan,BMW Aswan,3,12.144159146852612,3.958996654078563
2023-01-31,98719.63291737463,X5,Electric,Grey,Giza,BMW Aswan,11,10.056057112337122,4.090351140238309
2023-06-30,56151.81225197205,X3,Hybrid,White,Aswan,BMW Alex,13,11.806088056936327,3.2898372741915587
2023-03-31,44351.06939073045,X3,Electric,Blue,Giza,BMW Cairo,1,12.829748551781874,3.8740220419862745
2023-08-31,90225.82258063469,X1,Electric,Grey,Alexandria,BMW Giza,1,13.28982596666671,4.789022171976508
2023-06-30,36558.84793224286,X3,Electric,Black,Luxor,BMW Giza,1,14.214751651868255,4.512932629723336
2023-04-30,81895.50427442517,X1,Hybrid,Red,Luxor,BMW Alex,14,6.126617003977743,4.888196709672633
2023-09-30,34649.66756108157,X3,Hybrid,Grey,Giza,BMW Cairo,2,7.620162294466611,4.066385010806779
2023-02-28,38924.58364974073,X3,Diesel,White,Luxor,BMW Luxor,12,6.920794646479676,4.003820286889947
2023-04-30,68484.73392839434,X1,Electric,Black,Aswan,BMW Luxor,14,14.002915321425046,4.027657898948581
2023-03-31,95128.90416522988,X1,Petrol,White,Cairo,BMW Alex,8,10.739043315770902,4.412007014678419
2023-01-31,26217.35189890236,5 Series,Hybrid,Red,Alexandria,BMW Aswan,10,13.446959735646857,3.108670361451027
2023-02-28,27146.9826698152,X3,Petrol,Red,Cairo,BMW Luxor,1,10.89836752113758,3.848902615239989
2023-05-31,35959.938812807595,3 Series,Electric,Red,Giza,BMW Luxor,1,11.776274146138654,3.342559906356099
2023-06-30,77647.68711614446,X1,Petrol,Red,Giza,BMW Aswan,11,0.09180771965357992,4.8188144821797145
2023-09-30,36235.846657199574,3 Series,Electric,Black,Luxor,BMW Aswan,7,4.3555840239319,3.9663239188147275
2023-04-30,29936.632352610024,X1,Hybrid,Black,Aswan,BMW Luxor,2,13.561573674112635,3.933010306693849
2023-04-30,59419.7772042398,5 Series,Diesel,Red,Luxor,BMW Aswan,6,8.669885818025607,3.1360550695627074
2023-05-31,63953.06628373263,X5,Hybrid,White,Alexandria,BMW Aswan,11,1.4354881653853018,4.998797315730166
2023-05-31,34099.64793592027,3 Series,Diesel,Black,Alexandria,BMW Luxor,5,0.6266012880585381,3.514996821575838
2023-06-30,48020.2603369822,X1,Electric,White,Cairo,BMW Alex,1,5.746288581939835,3.003621166203312
2023-01-31,70311.5857213354,X5,Hybrid,Blue,Aswan,BMW Cairo,13,14.36128008126503,3.7561990186180525
2023-09-30,46355.38623810616,X3,Hybrid,Grey,Cairo,BMW Giza,6,5.37700002466547,4.558117901293855
2023-03-31,74738.92193369631,X5,Electric,Red,Luxor,BMW Aswan,1,3.464329145079372,4.718240075665586
2023-08-31,96282.35977403553,X3,Diesel,Black,Alexandria,BMW Giza,14,3.8493302268146055,3.4578957113426063
2023-05-31,40900.31422637211,X5,Electric,Blue,Giza,BMW Alex,8,14.01812777378236,4.349585141795041
2023-07-31,65737.34545794602,3 Series,Hybrid,Red,Giza,BMW Alex,11,13.1366624169651,4.470851823981045
2023-06-30,83088.16691508095,3 Series,Hybrid,Black,Aswan,BMW Alex,7,0.7145755648378782,3.2190735831491826
2023-11-30,38187.25342984929,X5,Petrol,Red,Aswan,BMW Giza,14,11.585852854577839,3.0900604643596696
2023-02-28,66207.68223761494,X1,Hybrid,White,Giza,BMW Luxor,3,7.7508390854205365,4.322693720126548
2023-08-31,31575.55459763418,X3,Petrol,Red,Giza,BMW Cairo,12,1.5338142036970248,4.818731233149924
2023-07-31,98601.0092078915,3 Series,Hybrid,Black,Luxor,BMW Alex,6,11.212123817547415,4.294328032523497
2023-05-31,56122.2477463883,X5,Petrol,Black,Alexandria,BMW Alex,2,3.3128501759622937,4.712600725879013
2023-03-31,42316.85363375822,X5,Electric,Black,Aswan,BMW Luxor,13,14.150975719016676,4.25943405318897
2023-12-31,76632.42023114652,X3,Petrol,Red,Luxor,BMW Alex,10,0.6442140222026743,4.749355057648995
2023-08-31,77537.97224804718,X3,Hybrid,Blue,Alexandria,BMW Cairo,7,2.4023556145901086,4.622838747021756
2023-04-30,46097.84519367615,X3,Electric,Grey,Alexandria,BMW Luxor,6,9.175533332918429,4.507491496406775
2023-03-31,63960.15076307711,3 Series,Petrol,Red,Luxor,BMW Alex,10,12.745695877491345,4.498943612481069
2023-06-30,37364.98428121682,5 Series,Electric,Red,Luxor,BMW Alex,8,11.264264925953256,4.049116841283503
2023-10-31,24197.809757541745,5 Series,Petrol,Blue,Cairo,BMW Cairo,7,13.430308153103375,3.327106386863261
2023-04-30,62692.88027490468,X1,Petrol,Grey,Alexandria,BMW Alex,12,3.260274475771462,4.558749051185463
2023-04-30,61070.4252028504,5 Series,Hybrid,Blue,Aswan,BMW Cairo,7,0.452627698933053,4.89901104218694
2023-01-31,96522.55686301968,X1,Petrol,Black,Aswan,BMW Giza,9,8.433728262032895,4.9066085330880576
2023-04-30,83398.46981376826,X1,Electric,Blue,Cairo,BMW Giza,4,12.219054396804282,3.0713050332291094
2023-06-30,37593.47613107643,X5,Petrol,Red,Giza,BMW Alex,4,8.85804955106679,4.683250328274603
2023-07-31,63886.87675814987,3 Series,Hybrid,Black,Giza,BMW Aswan,13,6.300879683195005,3.360555976595201
2023-01-31,79200.93054762817,X1,Diesel,Red,Luxor,BMW Cairo,2,10.252086633951556,4.128696898290654
2023-11-30,40319.282991564,X1,Diesel,Black,Aswan,BMW Cairo,6,6.5583764008956695,4.428241568955333
2023-02-28,96060.27922208555,X1,Petrol,Blue,Aswan,BMW Cairo,10,2.4067349743712203,4.850847777101713
2023-11-30,57160.578456102725,3 Series,Diesel,White,Giza,BMW Aswan,7,12.34859466937072,3.9784765741848203
2023-12-31,74152.18489764407,5 Series,Petrol,Blue,Luxor,BMW Cairo,5,14.820316558957849,3.4802623471566583
2023-06-30,47582.72803113603,X1,Electric,Black,Alexandria,BMW Alex,4,9.777564002355527,3.885875538956041
2023-12-31,42655.82633194793,X5,Diesel,Red,Luxor,BMW Alex,14,9.698426354673797,4.103670878702496
